Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (seconds) from scheduled to completion time,Duration (seconds) from first response to completion time,[3_CAL] Geboortedatum:,[4_SAQ] Geslacht:
66646,BDD96A32EAB24679A9066C81DC309E5F,2023-01-16 16:32:23 AEDT,2023-01-16 16:32:23 AEDT,2023-01-16 16:35:28 AEDT,185.22,114,25/02/1958,2
66647,4801FCA6E60048179ACB56BD9B29CFEF,2023-01-16 06:50:34 CET,2023-01-16 06:50:34 CET,2023-01-16 06:52:13 CET,99.044,58,28/01/1975,2
66653,2E3985DEA97F424DB976AAA8541FD5D3,2023-01-16 08:40:08 CET,2023-01-16 08:40:08 CET,2023-01-16 08:48:30 CET,502.087,63,01/01/1973,2
66654,DE43EA204946402E8C735E056B1C030C,2023-01-16 08:50:08 CET,2023-01-16 08:50:08 CET,2023-01-16 08:52:02 CET,113.651,69,23/11/1961,1
66655,c9b090545406fae1,2023-01-16 08:54:42 CET,2023-01-16 08:54:42 CET,2023-01-16 09:04:48 CET,606.018,76,20/06/1975,2
66656,e7b68f1dd64ef910,2023-01-16 08:56:10 CET,2023-01-16 08:56:10 CET,2023-01-16 09:11:59 CET,948.259,127,03/03/1972,2
66666,0730F5A458604C09B956AEE0CBFD6FE9,2023-01-16 09:37:33 CET,2023-01-16 09:37:33 CET,2023-01-16 09:40:03 CET,150.173,78,01/01/1973,1
66691,4a6be662eb176873,2023-01-16 11:05:01 CET,2023-01-16 11:05:01 CET,2023-01-16 11:13:40 CET,518.689,61,16/01/2023,2
66692,bdefa89168cb2146,2023-01-16 11:05:10 CET,2023-01-16 11:05:10 CET,2023-01-16 11:07:53 CET,162.573,64,18/11/1971,2
66693,AC53E81AA8CE4A97A8190CDB6924890D,2023-01-16 11:08:38 CET,2023-01-16 11:08:38 CET,2023-01-16 11:12:30 CET,232.239,106,19/09/1964,2
66702,1AE4876AF75242F38981DEA9549284FA,2023-01-16 11:42:15 CET,2023-01-16 11:42:15 CET,2023-01-16 11:46:55 CET,279.47,59,29/07/1979,2
66711,ad8d2d1fd24d92f1,2023-01-16 12:52:39 CET,2023-01-16 12:52:39 CET,2023-01-16 12:55:55 CET,195.908,92,26/08/1966,2
66714,53b438d120da8fa9,2023-01-16 13:16:08 CET,2023-01-16 13:16:08 CET,2023-01-16 13:25:29 CET,560.507,104,05/06/1979,2
66715,63c2e8d7cd3c55d3,2023-01-16 13:36:59 CET,2023-01-16 13:36:59 CET,2023-01-16 13:38:56 CET,117.14,65,21/05/1967,1
66719,c0cffd1bb190d1fa,2023-01-16 15:15:19 CET,2023-01-16 15:15:19 CET,2023-01-16 15:25:59 CET,640.028,74,18/10/1972,2
66727,B7B5B3021F3F4437B9F012054D7B0524,2023-01-16 18:25:09 CET,2023-01-16 18:25:09 CET,2023-01-16 18:28:46 CET,217.165,92,01/10/1958,2
66734,b2bcbe0fbbedbc7f,2023-01-16 20:23:58 CET,2023-01-16 20:23:58 CET,2023-01-16 20:29:27 CET,329.021,106,29/12/1970,1
66739,391a0f43a14b0e40,2023-01-16 21:52:24 CET,2023-01-16 21:52:24 CET,2023-01-16 21:56:26 CET,242.686,115,19/09/1964,2
66755,0954749b01450cfa,2023-01-17 10:28:18 CET,2023-01-17 10:28:18 CET,2023-01-17 10:31:10 CET,172.035,89,25/01/1975,2
66758,93D2330CDC0D4FAA97BB78CABF4F2F63,2023-01-17 11:59:01 CET,2023-01-17 11:59:01 CET,2023-01-17 12:06:23 CET,442.103,86,04/04/1961,2
66761,36B19FF907074187A0F48CA0FF68F280,2023-01-17 13:44:17 CET,2023-01-17 13:44:17 CET,2023-01-17 13:57:48 CET,810.895,157,13/12/1961,2
66763,E9FEC43B0820456490D5EE08CD6832E1,2023-01-17 14:15:16 CET,2023-01-17 14:15:16 CET,2023-01-17 14:18:08 CET,172.328,47,17/01/1976,2
66765,2000215A7F25497CAD21961C700A1E46,2023-01-17 14:36:14 CET,2023-01-17 14:36:14 CET,2023-01-17 14:42:57 CET,403.042,113,12/03/1976,2
66766,9e6984cf57884db3,2023-01-17 14:39:09 CET,2023-01-17 14:39:09 CET,2023-01-17 14:40:38 CET,89.181,53,22/03/1980,2
66770,44ed337b8c3a2b0f,2023-01-17 15:24:34 CET,2023-01-17 15:24:34 CET,2023-01-17 15:45:02 CET,1228.01,111,03/03/1982,2
66784,afcc39586af62fe1,2023-01-17 19:14:28 CET,2023-01-17 19:14:28 CET,2023-01-17 19:18:16 CET,228.588,126,16/02/1969,2
66787,c336170590639435,2023-01-17 19:52:28 CET,2023-01-17 19:52:28 CET,2023-01-17 20:11:08 CET,1120.568,78,17/01/2023,1
66809,6CF9A8D9D9704289B64466648E32ECD6,2023-01-17 21:34:10 CET,2023-01-17 21:34:10 CET,2023-01-17 21:45:43 CET,692.797,79,27/01/1972,2
66812,3841590b0cafc2de,2023-01-17 21:55:17 CET,2023-01-17 21:55:17 CET,2023-01-17 22:20:30 CET,1512.573,72,14/12/1979,1
66824,a447f6bf7694cac3,2023-01-18 08:50:20 CET,2023-01-18 08:50:20 CET,2023-01-18 09:05:00 CET,879.696,105,16/03/1960,2
66833,7E4EF35523DC42A98C7BA5E30B855226,2023-01-18 12:00:22 CET,2023-01-18 12:00:22 CET,2023-01-18 12:06:36 CET,373.627,99,05/04/1965,2
66860,AEEF02B460684172ABAFCA778B508CD6,2023-01-18 13:27:24 CET,2023-01-18 13:27:24 CET,2023-01-18 13:33:01 CET,337.273,63,17/08/1993,2
66896,E3CDA6579913409789110934230C423E,2023-01-18 15:57:58 CET,2023-01-18 15:57:58 CET,2023-01-18 16:04:09 CET,370.775,72,03/03/1978,2
66904,4067620d1a363ac9,2023-01-18 16:39:39 CET,2023-01-18 16:39:39 CET,2023-01-18 16:51:33 CET,714.449,66,26/10/1977,2
66908,d26385534fe8f6fc,2023-01-18 17:10:44 CET,2023-01-18 17:10:44 CET,2023-01-18 17:17:20 CET,396.143,227,24/07/1972,1
66927,1BA99A02A8364BE79EBA5C4D3534B9AA,2023-01-18 20:19:28 CET,2023-01-18 20:19:28 CET,2023-01-18 20:30:07 CET,638.79,110,03/03/1978,2
66928,B9B1E79F1EEC45009D0E0962954D38CE,2023-01-18 20:46:56 CET,2023-01-18 20:46:56 CET,2023-01-18 20:52:28 CET,331.677,68,17/08/1979,1
66929,89e7fea7e061ec66,2023-01-18 21:04:59 CET,2023-01-18 21:04:59 CET,2023-01-18 21:20:15 CET,916.622,73,09/01/1975,2
66975,aba347e07c0101c6,2023-01-19 15:31:56 CET,2023-01-19 15:31:56 CET,2023-01-19 15:37:15 CET,319.305,87,15/04/1972,2
66978,493A806700C94BBB8DF84988A6418974,2023-01-19 16:18:14 CET,2023-01-19 16:18:14 CET,2023-01-19 16:20:04 CET,110.117,65,21/11/1975,2
66981,6a1d4b7cd670f710,2023-01-19 18:36:30 CET,2023-01-19 18:36:30 CET,2023-01-19 19:31:25 CET,3295.081,77,12/11/1974,2
66985,09ab22ca71483675,2023-01-19 20:37:36 CET,2023-01-19 20:37:36 CET,2023-01-19 20:52:06 CET,869.897,72,20/08/1972,1
66993,49538182770af10f,2023-01-19 23:16:37 CET,2023-01-19 23:16:37 CET,2023-01-19 23:18:13 CET,96.138,58,09/11/1977,1
66995,aa4a8a20422b5a17,2023-01-20 01:40:52 CET,2023-01-20 01:40:52 CET,2023-01-20 01:43:32 CET,160.143,90,20/01/2023,2
67004,ea0796631653cdf0,2023-01-20 08:12:49 CET,2023-01-20 08:12:49 CET,2023-01-20 08:18:00 CET,311.704,74,25/01/1975,2
67005,DA71F32F072B416BA7E63B1638F3E82A,2023-01-20 09:09:07 CET,2023-01-20 09:09:07 CET,2023-01-20 11:04:43 CET,6936.091,55,21/12/1971,2
67008,3ba68ce930254443,2023-01-20 12:14:44 CET,2023-01-20 12:14:44 CET,2023-01-20 12:24:49 CET,605.078,58,03/02/2000,1
67011,9487d0f46b4e3ce8,2023-01-20 13:22:40 CET,2023-01-20 13:22:40 CET,2023-01-20 13:38:03 CET,923.082,388,18/09/1970,1
67017,e24856dea4935465,2023-01-20 16:29:18 CET,2023-01-20 16:29:18 CET,2023-01-20 16:33:22 CET,243.779,153,01/10/1958,2
67057,696E632B4CB24204B9DCECD21D51B8E7,2023-01-21 08:43:48 CET,2023-01-21 08:43:48 CET,2023-01-21 08:46:37 CET,169.397,103,12/05/1970,2
67058,30086ED1B4654F7C9C3D4F6E506EB80C,2023-01-21 09:42:59 CET,2023-01-21 09:42:59 CET,2023-01-21 09:45:10 CET,130.569,62,20/05/1972,2
67060,e41c1659dbd242aa,2023-01-21 12:51:19 CET,2023-01-21 12:51:19 CET,2023-01-21 12:58:32 CET,433.636,56,25/03/1998,2
67061,e4037e3e5b00a25c,2023-01-21 15:19:26 CET,2023-01-21 15:19:26 CET,2023-01-21 15:21:37 CET,130.951,90,15/04/1972,2
67067,0FBFE13838B14301A3313CF61E70D652,2023-01-21 18:30:12 CET,2023-01-21 18:30:12 CET,2023-01-21 18:33:29 CET,197.425,155,06/10/2000,2
67072,96B903540E8243779FFDFE27D0AB4A3E,2023-01-21 22:23:19 CET,2023-01-21 22:23:19 CET,2023-01-21 22:27:23 CET,243.667,152,15/09/1968,2
67075,7a9cb206604d6b92,2023-01-22 09:26:48 CET,2023-01-22 09:26:48 CET,2023-01-22 09:29:35 CET,167.78,113,22/01/2023,2
67076,dd2e0c000b27e89d,2023-01-22 10:55:01 CET,2023-01-22 10:55:01 CET,2023-01-22 11:02:24 CET,442.533,111,12/05/1973,2
67081,24478DB2939347D5B5E8A2B7F22759D6,2023-01-22 15:07:01 CET,2023-01-22 15:07:01 CET,2023-01-22 15:11:18 CET,257.088,60,03/06/1976,2
67082,c582f8c42f8e4972,2023-01-22 15:17:03 CET,2023-01-22 15:17:03 CET,2023-01-22 17:47:30 CET,9026.926,83,31/01/1979,2
67090,7F69B2BB2B6C477C91FF028CB58D9C1B,2023-01-22 23:10:11 CET,2023-01-22 23:10:11 CET,2023-01-22 23:12:52 CET,160.372,108,07/06/1977,1
67094,A583340730514A25A1703EB70686205C,2023-01-23 10:50:48 CET,2023-01-23 10:50:48 CET,2023-01-23 10:52:51 CET,123.189,70,16/07/1966,1
67095,7EC61B8BD9654FA28ED8244B497E5D35,2023-01-23 11:11:26 CET,2023-01-23 11:11:26 CET,2023-01-23 11:13:04 CET,97.993,70,26/09/1969,2
67096,cac2743a5798097e,2023-01-23 11:40:29 CET,2023-01-23 11:40:29 CET,2023-01-28 12:51:22 CET,436252.038,65,21/06/1962,2
67100,319628CF976C46B4BDEA798BF3B5C522,2023-01-23 12:42:22 CET,2023-01-23 12:42:22 CET,2023-01-23 14:17:24 CET,5701.49,71,26/08/1966,2
67101,6CB8C5E761734FD0B0878BABE373CA01,2023-01-23 12:44:18 CET,2023-01-23 12:44:18 CET,2023-01-23 13:27:37 CET,2598.737,82,20/03/1960,2
67107,0345A288736041E99BCC3A42DC91D563,2023-01-23 14:29:29 CET,2023-01-23 14:29:29 CET,2023-01-23 14:31:24 CET,114.859,56,21/02/1961,1
67108,969ABF494D44445AB4B4384198960770,2023-01-23 15:14:25 CET,2023-01-23 15:14:25 CET,2023-01-23 15:17:00 CET,154.581,60,11/09/1975,1
67110,AA42FBA813CC4F32AC2E2A2C2749EB18,2023-01-23 15:38:50 CET,2023-01-23 15:38:50 CET,2023-01-23 15:45:10 CET,380.678,70,17/11/1972,2
67114,9ceea4093a43fe60,2023-01-23 16:47:24 CET,2023-01-23 16:47:24 CET,2023-01-23 16:49:33 CET,129.027,89,20/05/1981,2
67124,57256ce19127434b,2023-01-23 18:42:59 CET,2023-01-23 18:42:59 CET,2023-01-23 19:00:07 CET,1028.216,81,16/02/1981,2
67127,4F7AA8CD42A948349082B5DAB82A2E86,2023-01-23 20:08:15 CET,2023-01-23 20:08:15 CET,2023-01-23 20:11:18 CET,183.394,82,03/09/1966,1
67130,ef18c94cfb017dc4,2023-01-23 20:58:36 CET,2023-01-23 20:58:36 CET,2023-01-23 21:13:59 CET,922.986,87,20/08/1971,2
67133,C3060EF0562645119E8E20AF4A0F1EA9,2023-01-23 21:32:52 CET,2023-01-23 21:32:52 CET,2023-01-24 21:02:46 CET,84593.812,88,09/09/1979,2
67138,15CF6817284D4A55A52A33AD8A47148D,2023-01-24 08:54:56 CET,2023-01-24 08:54:56 CET,2023-01-24 08:57:07 CET,131.026,82,17/08/1974,2
67140,8d6f69763d07f314,2023-01-24 09:10:54 CET,2023-01-24 09:10:54 CET,2023-01-24 09:25:08 CET,854.545,68,26/04/1976,2
67141,354236746BAC4820A308488CA4D30ED0,2023-01-24 09:12:23 CET,2023-01-24 09:12:23 CET,2023-01-24 09:14:14 CET,110.435,65,30/03/1972,2
67142,568AE1B36FEA4714902301389C24B1B0,2023-01-24 09:57:49 CET,2023-01-24 09:57:49 CET,2023-01-24 09:59:24 CET,94.682,74,09/09/1976,2
67145,868366dba37f5d0f,2023-01-24 10:30:02 CET,2023-01-24 10:30:02 CET,2023-01-24 10:31:59 CET,117.727,79,05/03/1976,2
67146,3498c5e7f108f3aa,2023-01-24 11:14:07 CET,2023-01-24 11:14:07 CET,2023-01-24 11:23:14 CET,547.604,119,07/06/1973,2
67147,cec5923ee504f01a,2023-01-24 11:52:04 CET,2023-01-24 11:52:04 CET,2023-01-24 12:22:10 CET,1806.093,95,04/08/1978,2
67149,728e56a7642c76fe,2023-01-24 12:00:55 CET,2023-01-24 12:00:55 CET,2023-01-24 12:03:27 CET,151.777,92,02/09/1970,1
67150,26641856790f926e,2023-01-24 12:03:48 CET,2023-01-24 12:03:48 CET,2023-01-24 12:09:03 CET,315.626,52,02/03/1981,2
67151,D5B0448D842A4DB38C53A5B88177553F,2023-01-24 12:09:41 CET,2023-01-24 12:09:41 CET,2023-01-24 12:30:31 CET,1250.17,120,26/06/1965,2
67152,4F61C6753EA2497AA2039A227B4AD409,2023-01-24 12:12:24 CET,2023-01-24 12:12:24 CET,2023-01-26 07:29:57 CET,155852.208,83871,05/06/1964,1
67154,9C0C180169044348988D979BBC8988BC,2023-01-24 12:16:25 CET,2023-01-24 12:16:25 CET,2023-01-24 12:26:02 CET,576.693,83,21/09/1967,2
67155,9457a9bd0043e7b3,2023-01-24 13:32:38 CET,2023-01-24 13:32:38 CET,2023-01-24 13:36:20 CET,222.274,98,09/02/1961,2
67156,9686B3E6B81C472FA11C259580F31130,2023-01-24 13:34:17 CET,2023-01-24 13:34:17 CET,2023-01-24 13:43:40 CET,563.349,129,03/01/1975,2
67157,1ABCDFFF189E450D802DC47F8C63DB96,2023-01-24 13:34:27 CET,2023-01-24 13:34:27 CET,2023-01-24 13:40:12 CET,345.775,62,30/07/1969,2
67160,4f46cc097d4fca28,2023-02-21 11:51:35 CET,2023-02-21 11:51:35 CET,2023-02-21 11:53:07 CET,91.977,61,21/02/2023,2
67161,D1173D06F3B2468F9202E8D6FBEC4D1B,2023-01-24 15:12:35 CET,2023-01-24 15:12:35 CET,2023-01-24 15:26:16 CET,821.553,89,08/10/1963,1
67162,266e567a275e1872,2023-01-24 15:17:09 CET,2023-01-24 15:17:09 CET,2023-01-24 15:20:30 CET,201.091,88,02/09/1963,2
67163,3a807acf706086ec,2023-01-24 15:35:07 CET,2023-01-24 15:35:07 CET,2023-01-24 15:38:59 CET,232.409,53,04/12/1981,2
67164,96291dd8ed64d8bb,2023-01-24 15:37:35 CET,2023-01-24 15:37:35 CET,2023-01-24 15:40:29 CET,173.805,69,05/07/1967,2
67165,8d0bffc445f1c109,2023-01-24 15:43:12 CET,2023-01-24 15:43:12 CET,2023-01-24 16:20:19 CET,2226.238,2054,29/06/1958,1
67166,F2664594DCA5465C828E481A7FFCB94F,2023-01-24 15:44:26 CET,2023-01-24 15:44:26 CET,2023-01-24 15:46:55 CET,149.545,74,18/04/1970,2
67167,28b259cda1403d8a,2023-01-24 16:02:50 CET,2023-01-24 16:02:50 CET,2023-01-24 16:48:52 CET,2761.837,66,23/10/1982,2
67168,D87E3F877B7548BB96CE382B504DAF61,2023-01-24 16:13:35 CET,2023-01-24 16:13:35 CET,2023-01-24 16:15:55 CET,140.064,95,04/02/1970,1
67169,3832166546e3cda7,2023-01-24 16:26:35 CET,2023-01-24 16:26:35 CET,2023-01-24 16:31:44 CET,309.335,85,19/06/1963,2
67170,8ec802f259f10d0e,2023-01-24 16:35:18 CET,2023-01-24 16:35:18 CET,2023-01-24 16:38:24 CET,185.433,101,05/04/1965,2
67171,d568f9279f5806a6,2023-01-24 16:43:40 CET,2023-01-24 16:43:40 CET,2023-01-24 17:05:12 CET,1292.197,93,28/03/1971,2
67172,6f3ae5daad8de1b9,2023-01-24 16:58:28 CET,2023-01-24 16:58:28 CET,2023-01-24 18:55:02 CET,6994.094,73,23/12/1975,1
67173,38f9b16b3abece23,2023-01-24 17:09:24 CET,2023-01-24 17:09:24 CET,2023-01-24 17:12:27 CET,183.572,108,04/01/1971,2
67176,b87c017585a5c9f7,2023-01-24 19:09:04 CET,2023-01-24 19:09:04 CET,2023-01-24 19:26:49 CET,1064.761,80,07/06/1973,2
67178,BE21FC128225412A996BF1BEDCDFD44C,2023-01-24 20:00:18 CET,2023-01-24 20:00:18 CET,2023-01-24 20:11:36 CET,677.496,102,01/07/1972,1
67180,3fd0463dfcc44f76,2023-01-24 20:34:31 CET,2023-01-24 20:34:31 CET,2023-01-24 20:41:33 CET,421.949,155,03/05/1960,2
67183,C5D4939B44DD43ED828D7B4B617039D6,2023-01-24 20:53:56 CET,2023-01-24 20:53:56 CET,2023-01-24 20:57:43 CET,226.568,113,01/07/1972,1
67185,86956993d67d867d,2023-01-24 20:56:46 CET,2023-01-24 20:56:46 CET,2023-01-24 21:06:00 CET,554.562,74,23/09/1975,2
67186,898eb91c1f0a6a5b,2023-01-24 21:06:42 CET,2023-01-24 21:06:42 CET,2023-01-24 21:13:58 CET,435.982,88,23/09/1975,2
67187,e9d95eee375a72c9,2023-01-24 21:51:27 CET,2023-01-24 21:51:27 CET,2023-01-24 21:56:09 CET,282.372,64,25/04/1970,1
67205,ea438df36b3f5ab8,2023-01-25 11:58:18 CET,2023-01-25 11:58:18 CET,2023-01-26 10:42:54 CET,81875.113,116,30/03/1972,2
67208,F7098DCEDAFD49388E6396C37D2402A0,2023-01-25 14:43:28 CET,2023-01-25 14:43:28 CET,2023-01-25 14:45:23 CET,114.685,48,18/04/1979,2
67209,C9C6F16B9B59486A8F198A51DE0C1575,2023-01-25 15:02:17 CET,2023-01-25 15:02:17 CET,2023-01-25 15:06:24 CET,246.852,89,01/08/1973,2
67210,594950D6127046B5963D800D5E6A2F5B,2023-01-25 14:20:14 WET,2023-01-25 14:20:14 WET,2023-01-25 14:24:12 WET,238.452,77,07/09/1971,1
67213,dd63c3a354240792,2023-01-25 16:13:45 CET,2023-01-25 16:13:45 CET,2023-01-25 16:17:02 CET,196.928,53,20/08/1980,2
67214,E272E2EDA9D14092AC818F551EAA38C2,2023-01-30 10:05:33 CET,2023-01-30 10:05:33 CET,2023-01-30 10:10:55 CET,321.388,71,30/01/2023,2
67216,6A7C3FB0C0B04B16942688D2B793437F,2023-01-25 16:28:23 CET,2023-01-25 16:28:23 CET,2023-01-25 16:34:36 CET,373.146,95,01/08/1967,1
67217,9CB5BBDD1CDE456D80D3B81B8E7CAACD,2023-01-25 17:02:42 CET,2023-01-25 17:02:42 CET,2023-01-25 18:09:15 CET,3992.684,126,03/03/1965,2
67218,0C6350ED3B224311805A621A29F56940,2023-01-25 17:05:37 CET,2023-01-25 17:05:37 CET,2023-01-25 17:09:27 CET,229.705,95,28/11/1990,1
67220,8e7ef4fba2a8a168,2023-01-25 17:09:13 CET,2023-01-25 17:09:13 CET,2023-01-25 17:19:36 CET,622.171,131,02/09/1963,2
67221,f8b5b42e46954a67,2023-01-25 17:13:29 CET,2023-01-25 17:13:29 CET,2023-01-25 17:18:26 CET,297.867,92,20/05/1968,2
67225,b042aadea5970a4e,2023-01-25 19:48:13 CET,2023-01-25 19:48:13 CET,2023-01-25 19:57:16 CET,543.482,57,01/11/1981,2
67226,ADB20A7983C24319B61FAAEA330674E7,2023-01-25 20:17:06 CET,2023-01-25 20:17:06 CET,2023-01-25 20:19:31 CET,144.712,88,23/06/1973,1
67227,FD1DD4CDAB46435DA8CCFDCE329FE6E8,2023-01-25 20:35:03 CET,2023-01-25 20:35:03 CET,2023-01-25 20:37:34 CET,151.649,68,07/04/1975,2
67234,e111728f1618d035,2023-01-25 23:55:43 CET,2023-01-25 23:55:43 CET,2023-01-26 00:04:35 CET,531.579,83,25/03/1970,1
67239,51c79f4fb00b87cd,2023-01-26 08:33:04 CET,2023-01-26 08:33:04 CET,2023-01-26 08:52:44 CET,1180.12,98,26/01/2023,1
67241,4c95fde89aa6b7a6,2023-01-26 09:55:22 CET,2023-01-26 09:55:22 CET,2023-01-26 10:02:15 CET,413.601,54,12/01/1979,1
67242,5d79eb6179cbf90d,2023-01-26 10:18:40 CET,2023-01-26 10:18:40 CET,2023-01-26 10:20:42 CET,122.053,54,30/07/1973,2
67243,AD3CB860B5D4490EAAAA4FE3340C8748,2023-01-26 10:42:43 CET,2023-01-26 10:42:43 CET,2023-01-26 10:50:14 CET,450.392,104,24/03/1967,1
67246,b3be4fc647107d67,2023-01-26 13:11:31 CET,2023-01-26 13:11:31 CET,2023-01-26 13:17:58 CET,386.257,65,25/09/1972,2
67247,703e7d2d1a760fe7,2023-01-26 13:25:27 CET,2023-01-26 13:25:27 CET,2023-01-26 13:33:52 CET,505.095,66,06/07/1969,1
67249,48506E6CC5B84A9FB11EF5688BD781E0,2023-01-26 13:58:21 CET,2023-01-26 13:58:21 CET,2023-01-26 14:04:16 CET,354.643,89,04/04/1976,1
67250,0FF7FF83A77A4847A33E57D641DBDB32,2023-01-26 14:14:54 CET,2023-01-26 14:14:54 CET,2023-01-26 14:16:43 CET,108.797,59,03/06/1978,1
67254,C1AE772A026E4C729C2D416169E29B6F,2023-01-26 14:56:38 CET,2023-01-26 14:56:38 CET,2023-01-26 14:58:23 CET,105.626,55,26/11/1977,2
67258,546b81ba26ce6194,2023-01-26 15:45:32 CET,2023-01-26 15:45:32 CET,2023-01-26 17:07:29 CET,4916.823,129,07/09/1970,2
67276,A73BEE11668C4C0CA1DC98AD7EF40CCA,2023-01-26 16:37:34 CET,2023-01-26 16:37:34 CET,2023-01-26 16:39:39 CET,125.379,79,22/10/1970,2
67283,567ed65abf758987,2023-01-26 17:14:43 CET,2023-01-26 17:14:43 CET,2023-01-26 17:22:44 CET,481.093,77,05/09/1979,2
67285,3EC06FA6D4824EA284AE2EEFF626D8FA,2023-01-26 17:26:43 CET,2023-01-26 17:26:43 CET,2023-01-26 17:30:53 CET,249.761,72,26/10/1977,2
67288,E93C8352534D4FE6AF8AA2189B839CE7,2023-01-26 17:58:55 CET,2023-01-26 17:58:55 CET,2023-01-26 18:05:30 CET,395.36,58,24/06/1974,2
67289,8ed668881ae464a7,2023-01-26 18:15:16 CET,2023-01-26 18:15:16 CET,2023-01-26 18:17:45 CET,148.861,83,04/10/1979,2
67292,c7e483654e7b765b,2023-01-26 18:52:10 CET,2023-01-26 18:52:10 CET,2023-01-26 18:57:14 CET,304.735,124,29/06/1970,2
67293,51C5EA98771A46F981D806501F6479A0,2023-01-26 19:15:39 CET,2023-01-26 19:15:39 CET,2023-01-26 19:18:46 CET,187.079,98,17/08/1974,2
67295,FF085AAF863F4232B3AC0DC7AADD006F,2023-01-26 19:28:33 CET,2023-01-26 19:28:33 CET,2023-01-26 19:31:55 CET,201.927,113,01/06/1969,1
67297,06647596206fe475,2023-01-26 20:04:08 CET,2023-01-26 20:04:08 CET,2023-01-26 20:07:15 CET,187.083,80,06/11/1979,1
67299,8FB2CA67993848969CFEAA09E982C282,2023-01-26 20:34:15 CET,2023-01-26 20:34:15 CET,2023-01-26 20:39:27 CET,311.659,51,23/01/1981,2
67301,2EAE0A71215241D8A788634639C5E29A,2023-01-26 20:58:42 CET,2023-01-26 20:58:42 CET,2023-01-26 21:07:25 CET,523.369,97,03/05/1969,2
67302,89BCC7260BF145AEBB253855EE8BF956,2023-01-26 21:26:51 CET,2023-01-26 21:26:51 CET,2023-01-26 21:34:45 CET,473.624,128,04/06/1972,1
67303,27342E2B6DA94D248593234ADCEA4C25,2023-01-26 21:26:06 CET,2023-01-26 21:26:06 CET,2023-01-26 21:28:55 CET,169.601,86,24/04/1958,1
67306,db66e658b2089c2b,2023-01-26 22:09:41 CET,2023-01-26 22:09:41 CET,2023-01-26 22:12:40 CET,178.67,89,02/10/1958,2
67312,A3E02A0515D0436BBEFAD82C6105380C,2023-01-27 03:00:15 CET,2023-01-27 03:00:15 CET,2023-01-27 03:03:06 CET,170.674,85,14/04/1971,1
67313,31e9d1c15147bac0,2023-01-27 07:40:29 CET,2023-01-27 07:40:29 CET,2023-01-27 07:45:00 CET,270.886,50,23/04/1978,2
67314,6CF83AE658D242EC99AAEC354DE31714,2023-01-27 08:46:57 CET,2023-01-27 08:46:57 CET,2023-01-27 08:53:29 CET,391.883,86,06/07/1961,1
67315,D5779C47AA7D41BB8D4FFA67CD161FA3,2023-01-27 09:00:34 CET,2023-01-27 09:00:34 CET,2023-01-27 09:05:13 CET,279.445,64,13/05/1970,1
67316,80D87EF41B4F400095EAB9FDC9528294,2023-01-27 09:57:17 CET,2023-01-27 09:57:17 CET,2023-01-27 10:03:49 CET,391.554,143,11/03/1961,2
67317,7074f7d9257f3908,2023-01-27 10:04:47 CET,2023-01-27 10:04:47 CET,2023-01-27 10:06:43 CET,116.198,73,24/07/1969,1
67318,83e845e34448a9e6,2023-01-27 11:00:01 CET,2023-01-27 11:00:01 CET,2023-01-27 11:03:43 CET,221.241,94,18/05/1963,2
67322,B2B03529CB48453BBC3AB06AF0748557,2023-01-27 13:39:20 CET,2023-01-27 13:39:20 CET,2023-01-27 13:43:42 CET,261.573,43,15/10/1981,2
67323,d193f9701bfa4ce0,2023-01-27 13:48:11 CET,2023-01-27 13:48:11 CET,2023-01-27 14:01:29 CET,797.869,89,15/11/1961,2
67326,58E423D3EB504C9E98C449B69A211879,2023-01-27 16:23:37 CET,2023-01-27 16:23:37 CET,2023-01-27 19:58:33 CET,12895.948,57,10/05/1970,2
67336,56D600B0A9FD451A85B1F4A3E80BD8DF,2023-01-27 21:08:12 CET,2023-01-27 21:08:12 CET,2023-01-27 21:10:46 CET,153.401,94,20/10/1980,2
67337,1339cdac26291a52,2023-01-27 21:19:52 CET,2023-01-27 21:19:52 CET,2023-01-27 21:28:24 CET,512.175,136,24/02/1971,2
67351,9ac3deee33927471,2023-01-28 13:07:52 CET,2023-01-28 13:07:52 CET,2023-01-28 17:25:00 CET,15428.248,71,08/11/1974,1
67357,35936f6e5a75c6a8,2023-01-28 14:20:38 CET,2023-01-28 14:20:38 CET,2023-01-28 14:31:24 CET,646.289,102,22/04/1973,1
67358,8FFDC52D339142DFA36CACC8054128C5,2023-01-28 16:54:42 CET,2023-01-28 16:54:42 CET,2023-01-28 16:58:46 CET,243.67,202,18/05/1963,2
67361,723EAAE280264F2BB0FC520EB2CDBC04,2023-01-28 18:38:20 CET,2023-01-28 18:38:20 CET,2023-01-28 18:42:13 CET,233.413,69,04/06/1973,2
67362,237E4EC3A9EB48E58D4936EFE0B865BE,2023-01-28 19:52:08 CET,2023-01-28 19:52:08 CET,2023-01-28 19:55:52 CET,224.603,76,11/04/1973,1
67363,695ADC64B7F843FE93FC2D30A000D505,2023-01-29 20:03:02 CET,2023-01-29 20:03:02 CET,2023-01-29 20:12:53 CET,590.782,112,01/11/1978,2
67364,bcc1128c62e04a57,2023-01-28 21:04:18 CET,2023-01-28 21:04:18 CET,2023-01-28 21:17:11 CET,772.602,124,13/01/1974,1
